qiymət,yer,otaq_sayı,sahə,mərtəbə,yeni_tikili,təmirli,kupçalı,ipoteka,ünvan_tipi,mərtəbə_faktiki,mərtəbə_bina,mərtəbə_faizi,1_otaq_sahəsi
135000,Memar Əcəmi m.,3,90.0,9/9,1,1,1,1,m.,9,9,1.0,30.0
330000,Nəsimi r.,3,172.0,6/16,1,1,1,1,r.,6,16,0.375,57.333333333333336
178999,8 Noyabr m.,2,67.7,10/17,1,1,1,1,m.,10,17,0.5882352941176471,33.85
230000,Xalqlar Dostluğu m.,3,139.0,5/12,1,1,1,1,m.,5,12,0.4166666666666667,46.333333333333336
259000,Gənclik m.,3,100.0,8/18,1,1,1,1,m.,8,18,0.4444444444444444,33.333333333333336
168000,Həzi Aslanov m.,3,90.0,12/15,1,1,1,1,m.,12,15,0.8,30.0
190000,Nəsimi r.,3,75.0,4/18,1,1,1,1,r.,4,18,0.2222222222222222,25.0
120000,Həzi Aslanov m.,2,67.0,2/16,1,1,1,1,m.,2,16,0.125,33.5
290000,Şah İsmayıl Xətai m.,3,120.0,13/16,1,1,1,1,m.,13,16,0.8125,40.0
203000,Xətai r.,3,90.0,8/19,1,1,1,1,r.,8,19,0.42105263157894735,30.0
229000,Həzi Aslanov q.,4,140.0,4/20,1,1,1,1,q.,4,20,0.2,35.0
285000,Qara Qarayev m.,3,120.0,5/17,1,1,1,1,m.,5,17,0.29411764705882354,40.0
240000,Nəsimi m.,3,146.0,8/18,1,1,1,1,m.,8,18,0.4444444444444444,48.666666666666664
278000,Nəriman Nərimanov m.,3,116.0,12/16,1,1,1,1,m.,12,16,0.75,38.666666666666664
175000,Əhmədli m.,3,90.0,2/16,1,1,1,1,m.,2,16,0.125,30.0
275000,Memar Əcəmi m.,3,147.0,15/18,1,1,1,1,m.,15,18,0.8333333333333334,49.0
177000,Azadlıq Prospekti m.,2,86.0,8/16,1,1,1,1,m.,8,16,0.5,43.0
125000,Həzi Aslanov m.,2,58.0,17/19,1,1,1,1,m.,17,19,0.8947368421052632,29.0
149500,28 May m.,2,51.0,13/17,1,1,1,1,m.,13,17,0.7647058823529411,25.5
193000,Həzi Aslanov m.,3,123.0,16/17,1,1,1,1,m.,16,17,0.9411764705882353,41.0
110000,Bakıxanov q.,2,63.0,7/18,1,1,1,1,q.,7,18,0.3888888888888889,31.5
1300000,Nəsimi r.,5,250.0,16/17,1,1,1,1,r.,16,17,0.9411764705882353,50.0
272000,Elmlər Akademiyası m.,3,106.0,17/18,1,1,1,1,m.,17,18,0.9444444444444444,35.333333333333336
145000,Həzi Aslanov m.,2,65.0,4/16,1,1,1,1,m.,4,16,0.25,32.5
140000,Həzi Aslanov m.,2,90.0,11/18,1,1,1,1,m.,11,18,0.6111111111111112,45.0
179500,Qara Qarayev m.,3,75.0,5/16,1,1,1,1,m.,5,16,0.3125,25.0
175000,Yeni Yasamal q.,3,107.0,19/20,1,1,1,1,q.,19,20,0.95,35.666666666666664
183000,İnşaatçılar m.,3,112.0,17/19,1,1,1,1,m.,17,19,0.8947368421052632,37.333333333333336
220000,Həzi Aslanov m.,3,133.0,7/21,1,1,1,1,m.,7,21,0.3333333333333333,44.333333333333336
138000,İnşaatçılar m.,4,90.0,3/10,1,1,1,1,m.,3,10,0.3,22.5
395000,Nəsimi r.,3,122.0,3/17,1,1,1,1,r.,3,17,0.17647058823529413,40.666666666666664
305000,Nəriman Nərimanov m.,3,99.0,9/16,1,1,1,1,m.,9,16,0.5625,33.0
255000,İnşaatçılar m.,4,145.0,15/20,1,1,1,1,m.,15,20,0.75,36.25
510000,İçəri Şəhər m.,3,150.0,11/14,1,1,1,1,m.,11,14,0.7857142857142857,50.0
433000,Gənclik m.,3,146.0,5/12,1,1,1,1,m.,5,12,0.4166666666666667,48.666666666666664
600000,Nərimanov r.,6,325.0,12/16,1,1,1,1,r.,12,16,0.75,54.166666666666664
690000,Nəsimi r.,7,270.0,15/17,1,1,1,1,r.,15,17,0.8823529411764706,38.57142857142857
217000,Nizami m.,3,105.0,4/16,1,1,1,1,m.,4,16,0.25,35.0
155000,Azadlıq Prospekti m.,2,82.0,13/16,1,1,1,1,m.,13,16,0.8125,41.0
138000,Əhmədli m.,3,96.0,15/17,1,1,1,1,m.,15,17,0.8823529411764706,32.0
499900,28 May m.,3,145.0,14/16,1,1,1,1,m.,14,16,0.875,48.333333333333336
93000,Hövsan q.,4,84.6,2/7,1,1,1,1,q.,2,7,0.2857142857142857,21.15
395000,28 May m.,4,220.0,6/15,1,1,1,1,m.,6,15,0.4,55.0
188000,Səbail r.,2,73.0,4/16,1,1,1,1,r.,4,16,0.25,36.5
265000,20 Yanvar m.,3,120.0,7/19,1,1,1,1,m.,7,19,0.3684210526315789,40.0
255000,20 Yanvar m.,3,126.0,8/20,1,1,1,1,m.,8,20,0.4,42.0
279000,Nərimanov r.,3,120.0,10/17,1,1,1,1,r.,10,17,0.5882352941176471,40.0
175000,20 Yanvar m.,2,72.0,8/16,1,1,1,1,m.,8,16,0.5,36.0
195000,Şah İsmayıl Xətai m.,3,156.0,4/18,1,1,1,1,m.,4,18,0.2222222222222222,52.0
288000,Şah İsmayıl Xətai m.,3,135.0,15/17,1,1,1,1,m.,15,17,0.8823529411764706,45.0
160000,Həzi Aslanov q.,3,84.0,6/12,1,1,1,1,q.,6,12,0.5,28.0
280000,Nəsimi m.,3,146.0,17/17,1,1,1,1,m.,17,17,1.0,48.666666666666664
255000,Əhmədli m.,4,157.0,2/17,1,1,1,1,m.,2,17,0.11764705882352941,39.25
118000,İnşaatçılar m.,2,55.0,7/17,1,1,1,1,m.,7,17,0.4117647058823529,27.5
395000,Nərimanov r.,3,122.0,4/17,1,1,1,1,r.,4,17,0.23529411764705882,40.666666666666664
235000,Həzi Aslanov m.,3,126.0,7/19,1,1,1,1,m.,7,19,0.3684210526315789,42.0
153000,Memar Əcəmi m.,2,60.0,4/12,1,1,1,1,m.,4,12,0.3333333333333333,30.0
177000,Nizami m.,3,104.0,10/10,1,1,1,1,m.,10,10,1.0,34.666666666666664
135000,İnşaatçılar m.,2,61.0,14/19,1,1,1,1,m.,14,19,0.7368421052631579,30.5
121000,Həzi Aslanov m.,2,52.0,15/19,1,1,1,1,m.,15,19,0.7894736842105263,26.0
135000,Nəsimi m.,2,52.0,10/11,1,1,1,1,m.,10,11,0.9090909090909091,26.0
175000,Həzi Aslanov m.,3,83.0,10/19,1,1,1,1,m.,10,19,0.5263157894736842,27.666666666666668
195000,Badamdar q.,3,108.0,16/16,1,1,1,1,q.,16,16,1.0,36.0
145000,Yeni Yasamal q.,2,85.0,3/16,1,1,1,1,q.,3,16,0.1875,42.5
175000,Yasamal r.,3,85.0,8/9,1,1,1,1,r.,8,9,0.8888888888888888,28.333333333333332
188000,İnşaatçılar m.,3,105.0,15/20,1,1,1,1,m.,15,20,0.75,35.0
160000,İnşaatçılar m.,3,74.0,14/17,1,1,1,1,m.,14,17,0.8235294117647058,24.666666666666668
295000,İnşaatçılar m.,3,130.0,6/18,1,1,1,1,m.,6,18,0.3333333333333333,43.333333333333336
169000,20 Yanvar m.,3,99.0,6/12,1,1,1,1,m.,6,12,0.5,33.0
175000,Yeni Yasamal q.,3,107.0,19/20,1,1,1,1,q.,19,20,0.95,35.666666666666664
148000,Həzi Aslanov m.,3,113.0,17/17,1,1,1,1,m.,17,17,1.0,37.666666666666664
199999,28 May m.,2,91.0,3/16,1,1,1,1,m.,3,16,0.1875,45.5
165000,8 Noyabr m.,2,60.0,12/14,1,1,1,1,m.,12,14,0.8571428571428571,30.0
607000,Nəsimi r.,4,250.0,4/20,1,1,1,1,r.,4,20,0.2,62.5
5000000,Səbail r.,8,1050.0,11/33,1,1,1,1,r.,11,33,0.3333333333333333,131.25
192000,Nəriman Nərimanov m.,3,75.0,6/8,1,1,1,1,m.,6,8,0.75,25.0
93000,Həzi Aslanov m.,2,47.0,10/16,1,1,1,1,m.,10,16,0.625,23.5
248000,Nərimanov r.,3,107.0,12/18,1,1,1,1,r.,12,18,0.6666666666666666,35.666666666666664
210000,İnşaatçılar m.,3,129.7,18/19,1,1,1,1,m.,18,19,0.9473684210526315,43.23333333333333
235000,28 May m.,3,100.7,15/18,1,1,1,1,m.,15,18,0.8333333333333334,33.56666666666667
138000,Xətai r.,2,100.0,14/18,1,1,1,1,r.,14,18,0.7777777777777778,50.0
285000,Əhmədli q.,4,150.0,3/20,1,1,1,1,q.,3,20,0.15,37.5
185000,Nəriman Nərimanov m.,2,78.0,5/7,1,1,1,1,m.,5,7,0.7142857142857143,39.0
170000,Həzi Aslanov m.,3,120.0,11/18,1,1,1,1,m.,11,18,0.6111111111111112,40.0
174000,Həzi Aslanov m.,3,85.0,10/18,1,1,1,1,m.,10,18,0.5555555555555556,28.333333333333332
575000,Nizami m.,4,178.0,9/17,1,1,1,1,m.,9,17,0.5294117647058824,44.5
152000,Həzi Aslanov m.,2,88.0,12/17,1,1,1,1,m.,12,17,0.7058823529411765,44.0
380000,Nəsimi r.,4,156.0,14/17,1,1,1,1,r.,14,17,0.8235294117647058,39.0
230000,8 Noyabr m.,3,117.0,13/17,1,1,1,1,m.,13,17,0.7647058823529411,39.0
329000,Nərimanov r.,3,139.0,6/16,1,1,1,1,r.,6,16,0.375,46.333333333333336
239000,Nəsimi m.,3,130.0,8/16,1,1,1,1,m.,8,16,0.5,43.333333333333336
156000,Nərimanov r.,3,65.0,8/17,1,1,1,1,r.,8,17,0.47058823529411764,21.666666666666668
189000,Əhmədli q.,3,85.0,13/17,1,1,1,1,q.,13,17,0.7647058823529411,28.333333333333332
196900,Yeni Günəşli q.,3,134.0,9/13,1,1,1,1,q.,9,13,0.6923076923076923,44.666666666666664
115000,Yeni Yasamal q.,2,65.0,2/12,1,1,1,1,q.,2,12,0.16666666666666666,32.5
250000,İçəri Şəhər m.,3,104.0,7/9,1,1,1,1,m.,7,9,0.7777777777777778,34.666666666666664
137000,Qara Qarayev m.,2,50.0,11/17,1,1,1,1,m.,11,17,0.6470588235294118,25.0
167000,İnşaatçılar m.,2,65.0,15/17,1,1,1,1,m.,15,17,0.8823529411764706,32.5
151000,Yasamal q.,2,77.0,8/12,1,1,1,1,q.,8,12,0.6666666666666666,38.5
175000,İnşaatçılar m.,3,96.0,9/16,1,1,1,1,m.,9,16,0.5625,32.0
132000,Yeni Yasamal q.,3,66.4,8/14,1,1,1,1,q.,8,14,0.5714285714285714,22.133333333333336
183000,Nəsimi m.,3,100.0,10/17,1,1,1,1,m.,10,17,0.5882352941176471,33.333333333333336
177000,Memar Əcəmi m.,2,93.0,13/17,1,1,1,1,m.,13,17,0.7647058823529411,46.5
69000,Masazır q.,2,71.0,4/5,1,1,1,1,q.,4,5,0.8,35.5
195000,Həzi Aslanov m.,3,100.0,4/18,1,1,1,1,m.,4,18,0.2222222222222222,33.333333333333336
207000,28 May m.,2,77.0,8/16,1,1,1,1,m.,8,16,0.5,38.5
270000,Neftçilər m.,3,140.0,15/19,1,1,1,1,m.,15,19,0.7894736842105263,46.666666666666664
210000,Şah İsmayıl Xətai m.,3,93.0,3/19,1,1,1,1,m.,3,19,0.15789473684210525,31.0
235000,Memar Əcəmi m.,3,127.0,10/11,1,1,1,1,m.,10,11,0.9090909090909091,42.333333333333336
145000,İnşaatçılar m.,3,82.0,6/11,1,1,1,1,m.,6,11,0.5454545454545454,27.333333333333332
1450000,Şah İsmayıl Xətai m.,5,234.9,13/19,1,1,1,1,m.,13,19,0.6842105263157895,46.980000000000004
550000,Şah İsmayıl Xətai m.,3,125.5,5/21,1,1,1,1,m.,5,21,0.23809523809523808,41.833333333333336
270000,Ağ şəhər q.,3,156.0,18/23,1,1,1,1,q.,18,23,0.782608695652174,52.0
330000,Şah İsmayıl Xətai m.,3,160.0,20/24,1,1,1,1,m.,20,24,0.8333333333333334,53.333333333333336
305000,8 Noyabr m.,4,140.0,9/16,1,1,1,1,m.,9,16,0.5625,35.0
185000,Həzi Aslanov m.,3,105.0,15/15,1,1,1,1,m.,15,15,1.0,35.0
210000,Azadlıq Prospekti m.,3,112.0,6/16,1,1,1,1,m.,6,16,0.375,37.333333333333336
110000,Həzi Aslanov m.,2,60.0,12/19,1,1,1,1,m.,12,19,0.631578947368421,30.0
153700,İnşaatçılar m.,3,90.0,6/19,1,1,1,1,m.,6,19,0.3157894736842105,30.0
234500,Xətai r.,3,125.0,7/19,1,1,1,1,r.,7,19,0.3684210526315789,41.666666666666664
460000,Nəsimi r.,4,285.0,7/16,1,1,1,1,r.,7,16,0.4375,71.25
305000,8 Noyabr m.,4,140.0,8/16,1,1,1,1,m.,8,16,0.5,35.0
299000,Nəsimi r.,3,103.0,11/16,1,1,1,1,r.,11,16,0.6875,34.333333333333336
195000,Nəsimi r.,3,75.0,5/17,1,1,1,1,r.,5,17,0.29411764705882354,25.0
309900,Nərimanov r.,4,171.0,16/20,1,1,1,1,r.,16,20,0.8,42.75
1150000,İçəri Şəhər m.,4,214.0,7/14,1,1,1,1,m.,7,14,0.5,53.5
360000,Nəsimi r.,3,120.0,13/18,1,1,1,1,r.,13,18,0.7222222222222222,40.0
299000,Nəsimi r.,3,105.0,11/18,1,1,1,1,r.,11,18,0.6111111111111112,35.0
370000,8 Noyabr m.,3,148.0,7/27,1,1,1,1,m.,7,27,0.25925925925925924,49.333333333333336
179500,Qara Qarayev m.,3,72.0,4/20,1,1,1,1,m.,4,20,0.2,24.0
320000,Şah İsmayıl Xətai m.,3,136.0,14/18,1,1,1,1,m.,14,18,0.7777777777777778,45.333333333333336
245000,Nəsimi r.,3,110.0,12/20,1,1,1,1,r.,12,20,0.6,36.666666666666664
249000,İnşaatçılar m.,3,130.0,17/18,1,1,1,1,m.,17,18,0.9444444444444444,43.333333333333336
228000,İnşaatçılar m.,3,128.0,7/18,1,1,1,1,m.,7,18,0.3888888888888889,42.666666666666664
250000,Nizami m.,4,110.0,6/16,1,1,1,1,m.,6,16,0.375,27.5
255000,İnşaatçılar m.,4,145.0,14/19,1,1,1,1,m.,14,19,0.7368421052631579,36.25
305000,Nəsimi r.,3,130.0,8/17,1,1,1,1,r.,8,17,0.47058823529411764,43.333333333333336
220000,Nərimanov r.,2,96.0,3/16,1,1,1,1,r.,3,16,0.1875,48.0
355000,Xətai r.,3,86.0,8/8,1,1,1,1,r.,8,8,1.0,28.666666666666668
362000,Şah İsmayıl Xətai m.,3,157.5,4/16,1,1,1,1,m.,4,16,0.25,52.5
250000,Elmlər Akademiyası m.,3,95.0,4/16,1,1,1,1,m.,4,16,0.25,31.666666666666668
190000,Azadlıq Prospekti m.,2,90.0,3/18,1,1,1,1,m.,3,18,0.16666666666666666,45.0
135000,İnşaatçılar m.,2,58.0,6/18,1,1,1,1,m.,6,18,0.3333333333333333,29.0
135000,İnşaatçılar m.,2,52.0,6/17,1,1,1,1,m.,6,17,0.35294117647058826,26.0
290000,Gənclik m.,3,100.0,5/17,1,1,1,1,m.,5,17,0.29411764705882354,33.333333333333336
205000,Azadlıq Prospekti m.,2,100.0,4/19,1,1,1,1,m.,4,19,0.21052631578947367,50.0
205000,İnşaatçılar m.,2,100.0,14/17,1,1,1,1,m.,14,17,0.8235294117647058,50.0
224000,Bayıl q.,3,118.0,4/6,1,1,1,1,q.,4,6,0.6666666666666666,39.333333333333336
95000,Hövsan q.,4,80.0,3/7,1,1,1,1,q.,3,7,0.42857142857142855,20.0
395000,Nizami m.,3,175.0,6/21,1,1,1,1,m.,6,21,0.2857142857142857,58.333333333333336
114000,İnşaatçılar m.,2,61.0,19/19,1,1,1,1,m.,19,19,1.0,30.5
265000,8 Noyabr m.,3,110.0,13/14,1,1,1,1,m.,13,14,0.9285714285714286,36.666666666666664
258000,Azadlıq Prospekti m.,3,137.0,6/11,1,1,1,1,m.,6,11,0.5454545454545454,45.666666666666664
300000,Memar Əcəmi m.,3,147.0,15/18,1,1,1,1,m.,15,18,0.8333333333333334,49.0
180000,Xalqlar Dostluğu m.,3,110.0,4/17,1,1,1,1,m.,4,17,0.23529411764705882,36.666666666666664
355000,Nəsimi r.,3,125.0,10/17,1,1,1,1,r.,10,17,0.5882352941176471,41.666666666666664
286000,8 Noyabr m.,3,130.0,14/20,1,1,1,1,m.,14,20,0.7,43.333333333333336
350000,Gənclik m.,3,156.0,16/19,1,1,1,1,m.,16,19,0.8421052631578947,52.0
195000,Dərnəgül m.,3,80.0,10/13,1,1,1,1,m.,10,13,0.7692307692307693,26.666666666666668
230000,Nəsimi r.,3,111.0,2/21,1,1,1,1,r.,2,21,0.09523809523809523,37.0
583000,Nəsimi r.,4,210.0,16/19,1,1,1,1,r.,16,19,0.8421052631578947,52.5
320000,Nəsimi r.,3,130.0,3/18,1,1,1,1,r.,3,18,0.16666666666666666,43.333333333333336
167000,8 Noyabr m.,2,60.0,12/13,1,1,1,1,m.,12,13,0.9230769230769231,30.0
250000,Gənclik m.,3,78.0,15/16,1,1,1,1,m.,15,16,0.9375,26.0
190000,Əhmədli m.,3,157.0,16/20,1,1,1,1,m.,16,20,0.8,52.333333333333336
580000,Səbail r.,8,250.0,5/6,1,1,1,1,r.,5,6,0.8333333333333334,31.25
216000,Nizami m.,3,105.0,4/16,1,1,1,1,m.,4,16,0.25,35.0
500000,28 May m.,3,140.0,10/16,1,1,1,1,m.,10,16,0.625,46.666666666666664
195000,Xətai r.,3,153.0,4/20,1,1,1,1,r.,4,20,0.2,51.0
295000,Nəsimi r.,3,130.0,13/14,1,1,1,1,r.,13,14,0.9285714285714286,43.333333333333336
95000,İnşaatçılar m.,2,50.0,16/20,1,1,1,1,m.,16,20,0.8,25.0
145000,Nəriman Nərimanov m.,2,70.0,3/10,1,1,1,1,m.,3,10,0.3,35.0
298000,Nizami m.,3,135.0,13/18,1,1,1,1,m.,13,18,0.7222222222222222,45.0
207000,Nərimanov r.,2,74.0,7/17,1,1,1,1,r.,7,17,0.4117647058823529,37.0
114000,Həzi Aslanov m.,1,55.0,13/21,1,1,1,1,m.,13,21,0.6190476190476191,55.0
379000,28 May m.,4,200.0,10/14,1,1,1,1,m.,10,14,0.7142857142857143,50.0
260000,Neftçilər m.,3,140.0,18/18,1,1,1,1,m.,18,18,1.0,46.666666666666664
139000,Memar Əcəmi m.,2,65.0,16/18,1,1,1,1,m.,16,18,0.8888888888888888,32.5
165000,Xətai r.,3,103.0,6/20,1,1,1,1,r.,6,20,0.3,34.333333333333336
198000,İnşaatçılar m.,3,78.3,10/18,1,1,1,1,m.,10,18,0.5555555555555556,26.099999999999998
395000,8 Noyabr m.,4,150.0,21/27,1,1,1,1,m.,21,27,0.7777777777777778,37.5
142000,Həzi Aslanov m.,2,65.0,6/18,1,1,1,1,m.,6,18,0.3333333333333333,32.5
265000,8 Noyabr m.,3,133.0,8/20,1,1,1,1,m.,8,20,0.4,44.333333333333336
62500,Masazır q.,2,54.0,5/6,1,1,1,1,q.,5,6,0.8333333333333334,27.0
360000,8 Noyabr m.,3,159.0,9/14,1,1,1,1,m.,9,14,0.6428571428571429,53.0
285000,Nərimanov r.,3,130.0,10/17,1,1,1,1,r.,10,17,0.5882352941176471,43.333333333333336
206000,Memar Əcəmi m.,3,100.0,8/10,1,1,1,1,m.,8,10,0.8,33.333333333333336
380000,28 May m.,3,160.0,11/16,1,1,1,1,m.,11,16,0.6875,53.333333333333336
225000,Memar Əcəmi m.,3,125.0,7/11,1,1,1,1,m.,7,11,0.6363636363636364,41.666666666666664
126000,Badamdar q.,2,47.0,12/16,1,1,1,1,q.,12,16,0.75,23.5
230000,8 Noyabr m.,3,125.0,13/17,1,1,1,1,m.,13,17,0.7647058823529411,41.666666666666664
229500,Nərimanov r.,3,74.2,7/16,1,1,1,1,r.,7,16,0.4375,24.733333333333334
135000,İnşaatçılar m.,2,52.0,6/17,1,1,1,1,m.,6,17,0.35294117647058826,26.0
1428000,Nəsimi r.,6,395.0,8/10,1,1,1,1,r.,8,10,0.8,65.83333333333333
135000,Yeni Yasamal q.,2,80.0,11/20,1,1,1,1,q.,11,20,0.55,40.0
208000,Həzi Aslanov m.,3,123.0,10/17,1,1,1,1,m.,10,17,0.5882352941176471,41.0
235000,1-ci mikrorayon q.,3,123.0,9/18,1,1,1,1,q.,9,18,0.5,41.0
125000,Memar Əcəmi m.,2,70.0,8/18,1,1,1,1,m.,8,18,0.4444444444444444,35.0
365000,Şah İsmayıl Xətai m.,3,200.0,3/15,1,1,1,1,m.,3,15,0.2,66.66666666666667
250000,İnşaatçılar m.,3,130.0,17/18,1,1,1,1,m.,17,18,0.9444444444444444,43.333333333333336
122000,Əhmədli m.,3,72.0,2/12,1,1,1,1,m.,2,12,0.16666666666666666,24.0
132000,Bayıl q.,2,65.0,14/18,1,1,1,1,q.,14,18,0.7777777777777778,32.5
315000,Nəriman Nərimanov m.,4,170.0,10/11,1,1,1,1,m.,10,11,0.9090909090909091,42.5
138000,Həzi Aslanov m.,2,96.0,15/17,1,1,1,1,m.,15,17,0.8823529411764706,48.0
244500,Nəriman Nərimanov m.,3,103.0,3/7,1,1,1,1,m.,3,7,0.42857142857142855,34.333333333333336
214000,İnşaatçılar m.,3,110.0,16/18,1,1,1,1,m.,16,18,0.8888888888888888,36.666666666666664
259000,Yasamal r.,3,110.0,9/16,1,1,1,1,r.,9,16,0.5625,36.666666666666664
123000,Həzi Aslanov m.,2,63.0,11/17,1,1,1,1,m.,11,17,0.6470588235294118,31.5
166500,Həzi Aslanov m.,2,95.0,10/14,1,1,1,1,m.,10,14,0.7142857142857143,47.5
110000,Məmmədli q.,3,85.0,5/10,1,1,1,1,q.,5,10,0.5,28.333333333333332
177900,Əhmədli m.,3,90.0,9/13,1,1,1,1,m.,9,13,0.6923076923076923,30.0
349000,Nizami m.,3,150.0,4/14,1,1,1,1,m.,4,14,0.2857142857142857,50.0
345000,8 Noyabr m.,3,138.0,12/17,1,1,1,1,m.,12,17,0.7058823529411765,46.0
189000,Əhmədli m.,3,126.0,10/16,1,1,1,1,m.,10,16,0.625,42.0
125000,Xətai r.,2,68.0,14/21,1,1,1,1,r.,14,21,0.6666666666666666,34.0
170000,Həzi Aslanov q.,3,120.0,2/13,1,1,1,1,q.,2,13,0.15384615384615385,40.0
107000,20 Yanvar m.,2,50.0,7/18,1,1,1,1,m.,7,18,0.3888888888888889,25.0
310000,Memar Əcəmi m.,4,200.9,13/14,1,1,1,1,m.,13,14,0.9285714285714286,50.225
175000,İnşaatçılar m.,4,120.0,6/9,1,1,1,1,m.,6,9,0.6666666666666666,30.0
160000,8 Noyabr m.,3,70.0,14/19,1,1,1,1,m.,14,19,0.7368421052631579,23.333333333333332
160000,Qara Qarayev m.,2,77.0,12/16,1,1,1,1,m.,12,16,0.75,38.5
136000,Xətai r.,2,65.0,15/19,1,1,1,1,r.,15,19,0.7894736842105263,32.5
245000,Neftçilər m.,4,120.0,16/17,1,1,1,1,m.,16,17,0.9411764705882353,30.0
172000,Memar Əcəmi m.,3,110.0,12/14,1,1,1,1,m.,12,14,0.8571428571428571,36.666666666666664
244000,Binəqədi r.,3,148.0,7/18,1,1,1,1,r.,7,18,0.3888888888888889,49.333333333333336
156000,28 May m.,3,70.0,8/17,1,1,1,1,m.,8,17,0.47058823529411764,23.333333333333332
194500,8 Noyabr m.,3,100.0,12/18,1,1,1,1,m.,12,18,0.6666666666666666,33.333333333333336
550000,Nərimanov r.,4,176.0,3/14,1,1,1,1,r.,3,14,0.21428571428571427,44.0
423000,8 Noyabr m.,3,174.0,9/20,1,1,1,1,m.,9,20,0.45,58.0
359000,Nəriman Nərimanov m.,4,140.0,3/15,1,1,1,1,m.,3,15,0.2,35.0
240000,8 Noyabr m.,3,130.0,13/17,1,1,1,1,m.,13,17,0.7647058823529411,43.333333333333336
198000,Əhmədli m.,4,160.0,6/20,1,1,1,1,m.,6,20,0.3,40.0
385000,28 May m.,3,157.0,11/16,1,1,1,1,m.,11,16,0.6875,52.333333333333336
275000,Memar Əcəmi m.,3,150.0,15/18,1,1,1,1,m.,15,18,0.8333333333333334,50.0
299000,Binəqədi r.,3,145.0,12/18,1,1,1,1,r.,12,18,0.6666666666666666,48.333333333333336
190000,Nərimanov r.,3,72.0,4/18,1,1,1,1,r.,4,18,0.2222222222222222,24.0
255000,Azadlıq Prospekti m.,3,134.0,3/11,1,1,1,1,m.,3,11,0.2727272727272727,44.666666666666664
238000,20 Yanvar m.,3,125.0,16/18,1,1,1,1,m.,16,18,0.8888888888888888,41.666666666666664
215000,Həzi Aslanov m.,3,120.0,16/19,1,1,1,1,m.,16,19,0.8421052631578947,40.0
204000,28 May m.,3,85.0,15/18,1,1,1,1,m.,15,18,0.8333333333333334,28.333333333333332
410000,Gənclik m.,3,150.5,3/17,1,1,1,1,m.,3,17,0.17647058823529413,50.166666666666664
530000,Nəsimi r.,4,230.0,18/21,1,1,1,1,r.,18,21,0.8571428571428571,57.5
478000,Nərimanov r.,3,185.5,6/16,1,1,1,1,r.,6,16,0.375,61.833333333333336
135000,İnşaatçılar m.,2,58.0,7/18,1,1,1,1,m.,7,18,0.3888888888888889,29.0
278000,Nəriman Nərimanov m.,3,116.0,12/16,1,1,1,1,m.,12,16,0.75,38.666666666666664
245000,Azadlıq Prospekti m.,4,120.0,2/9,1,1,1,1,m.,2,9,0.2222222222222222,30.0
195000,8 Noyabr m.,3,100.0,12/18,1,1,1,1,m.,12,18,0.6666666666666666,33.333333333333336
325000,Elmlər Akademiyası m.,3,150.0,12/16,1,1,1,1,m.,12,16,0.75,50.0
123000,Həzi Aslanov m.,2,60.0,11/17,1,1,1,1,m.,11,17,0.6470588235294118,30.0
204000,Əhmədli m.,3,107.0,7/17,1,1,1,1,m.,7,17,0.4117647058823529,35.666666666666664
85000,Masazır q.,2,63.0,4/14,1,1,1,1,q.,4,14,0.2857142857142857,31.5
145000,Yasamal r.,2,95.0,11/14,1,1,1,1,r.,11,14,0.7857142857142857,47.5
175000,Nərimanov r.,2,72.0,4/16,1,1,1,1,r.,4,16,0.25,36.0
309000,Nərimanov r.,4,140.0,19/21,1,1,1,1,r.,19,21,0.9047619047619048,35.0
423000,8 Noyabr m.,3,167.0,10/19,1,1,1,1,m.,10,19,0.5263157894736842,55.666666666666664
134500,20 Yanvar m.,2,55.0,2/20,1,1,1,1,m.,2,20,0.1,27.5
249000,Nəsimi r.,3,115.0,11/18,1,1,1,1,r.,11,18,0.6111111111111112,38.333333333333336
204000,Xətai r.,3,127.0,10/13,1,1,1,1,r.,10,13,0.7692307692307693,42.333333333333336
130000,İnşaatçılar m.,2,65.0,8/13,1,1,1,1,m.,8,13,0.6153846153846154,32.5
208000,Şah İsmayıl Xətai m.,2,82.0,9/18,1,1,1,1,m.,9,18,0.5,41.0
132000,Xətai r.,2,60.0,6/16,1,1,1,1,r.,6,16,0.375,30.0
265000,Elmlər Akademiyası m.,3,101.0,9/12,1,1,1,1,m.,9,12,0.75,33.666666666666664
158000,Şah İsmayıl Xətai m.,2,65.0,13/16,1,1,1,1,m.,13,16,0.8125,32.5
150000,Şah İsmayıl Xətai m.,2,57.0,14/16,1,1,1,1,m.,14,16,0.875,28.5
1240000,28 May m.,4,240.0,9/20,1,1,1,1,m.,9,20,0.45,60.0
495000,Nizami m.,5,225.0,6/17,1,1,1,1,m.,6,17,0.35294117647058826,45.0
220000,İnşaatçılar m.,2,100.0,11/16,1,1,1,1,m.,11,16,0.6875,50.0
127000,9-cu mikrorayon q.,2,56.0,16/19,1,1,1,1,q.,16,19,0.8421052631578947,28.0
185000,Memar Əcəmi m.,2,93.0,8/10,1,1,1,1,m.,8,10,0.8,46.5
185000,İnşaatçılar m.,3,80.0,15/16,1,1,1,1,m.,15,16,0.9375,26.666666666666668
230000,Kubinka q.,3,111.0,2/21,1,1,1,1,q.,2,21,0.09523809523809523,37.0
